Id,AcceptedAnswerId,CreationDate,Title,Body,Tags,AnswerBody,Params
11659001,11659796,2012-07-25 21:35:50,Cassandra-cli cant connect to remote cassandra server,"<p>I have a cassandra server running on a server(serv1). cassandra-cli can connect to it when run on serv1. However, when i try to connect to it through some other server(serv2), i get the following exception:</p>

<pre><code>org.apache.thrift.transport.TTransportException: java.net.ConnectException: Connection refused
    at org.apache.thrift.transport.TSocket.open(TSocket.java:183)
    at org.apache.thrift.transport.TFramedTransport.open(TFramedTransport.java:81)
    at org.apache.cassandra.cli.CliMain.connect(CliMain.java:80)
    at org.apache.cassandra.cli.CliMain.main(CliMain.java:256)
Caused by: java.net.ConnectException: Connection refused
    at java.net.PlainSocketImpl.socketConnect(Native Method)
    at java.net.PlainSocketImpl.doConnect(PlainSocketImpl.java:351)
    at java.net.PlainSocketImpl.connectToAddress(PlainSocketImpl.java:213)
    at java.net.PlainSocketImpl.connect(PlainSocketImpl.java:200)
    at java.net.SocksSocketImpl.connect(SocksSocketImpl.java:366)
    at java.net.Socket.connect(Socket.java:529)
    at org.apache.thrift.transport.TSocket.open(TSocket.java:178)
    ... 3 more
Exception connecting to jckstore/9160. Reason: Connection refused.
</code></pre>

<p>I looked in cassandra.yaml and found that the property ""listen_address"" is configured to ""localhost"" and using 0.0.0.0 is severely discouraged. I tried to change localhost to serv2, ip address of serv1 but nothing worked. Even commenting out didnt help. </p>

<p>Is there a way i can make my cassandra server listen on all the ip's without using 0.0.0.0</p>
",<java><nosql><cassandra><thrift><thrift-protocol>,"<p>I was able to solve the problem as following:</p>

<ol>
<li>changing the rpc_address property in cassandra.yaml to 0.0.0.0 instead of localhost. </li>
<li>set the broadcast_rpc_address property in cassandra.yaml to a value other than 0.0.0.0</li>
</ol>

<p>Then I can access.</p>
","['rpc_address', 'broadcast_rpc_address']"
11707073,11716462,2012-07-29 06:03:24,how to efficiently manage cassandra initial token?,"<p>I'm new cassandra user. I know that there is initial token configuration and how to generate it.
The question is if I have an existen cluster with x nodes and I want to add additional node (one or more) should I reconfigure all the nodes to the new tokens (according to new  generated values)?  </p>

<p>Or is there more efficient way to manage this?</p>
",<cassandra>,"<p>If you're looking for what the best practices are for handling such tasks, take a look at this section of the Cassandra 1.0 docs dedicated to <a href=""http://www.datastax.com/docs/1.0/operations/cluster_management#calculating-tokens-for-the-new-nodes"">token strategy</a>.</p>

<p>Shortened version of your options, from the documentation:</p>

<blockquote>
  <ul>
  <li><strong>Add capacity by doubling the cluster size</strong> -- <em>[..]</em> nodes can keep their existing token assignments, and new nodes are assigned tokens that bisect (or trisect) the existing token ranges.</li>
  <li><strong>Recalculate new tokens for all nodes and move nodes</strong> -- <em>[..]</em> you will have to recalculate tokens for the entire cluster. Existing nodes will have to have their new tokens assigned using nodetool move.</li>
  <li><strong>Add one node at a time and leave initial_token empty</strong> -- <em>[..]</em> splits the token range of the heaviest loaded node and places the new node into the ring at that position. <em>[..]</em> not result in a perfectly balanced ring, but it will alleviate hot spots.
  link</li>
  </ul>
</blockquote>

<p>If you were seeking a management solution <a href=""https://github.com/netflix/priam"">Priam (from Netflix)</a> might be worth looking at. It's open source and Apache-licensed, but requires some amount of configuration and is probably only worth investing [time] in for larger clusters.</p>
",['initial_token']
13110363,13121756,2012-10-28 15:52:30,One to Many equivalent in Cassandra and data model optimization,"<p>I am modeling my database in Cassandra, coming from RDBMS. I want to know how can I create a one-to-many relationship which is embedded in the same Column Name and model my table to fit the following query needs.</p>

<p>For example:</p>

<pre><code>Boxes:{
  23442:{
    belongs_to_user: user1,
    box_title: 'the box title',
    items:{
      1: {
         name: 'itemname1',
         size: 44
      },
      2: {
        name: 'itemname2',
        size: 24
      }
    }
  },

 { ... }
}
</code></pre>

<p>I read that its preferable to use composite columns instead of super columns, so I need an example of the best way to implement this. My queries are like:</p>

<ul>
<li>Get items for box by Id</li>
<li>get top 20 boxes with their items (for displaying a range of boxes with their items on the page)</li>
<li>update items size by item id (increment size by a number)</li>
<li>get all boxes by userid (all boxes that belongs to a specific user)</li>
</ul>

<p>I am expecting lots of writes to change the size of each item in the box. I want to know the best way to implement it without the need to use super columns. Furthermore, I don't mind getting a solution that takes Cassandra 1.2 new features into account, because I will use that in production. </p>

<p>Thanks</p>
",<nosql><cassandra>,"<p>This particular model is somewhat challenging, for a number of reasons.</p>

<p>For example, with the box ID as a row key, querying for a range of boxes will require a range query in Cassandra (as opposed to a column slice), which means the use of an ordered partitioner.  An ordered partitioner is almost always a <em>Bad Idea</em>.</p>

<p>Another challenge comes from the need to increment the item size, as this calls for the use of a counter column family.  Counter column families store counter values <em>only</em>.</p>

<p>Setting aside the need for a range of box IDs for a moment, you could model this using multiple tables in CQL3 as follows:</p>

<pre><code>CREATE TABLE boxes (                                                                       
   id int PRIMARY KEY,                                                                 
   belongs_to_user text,                                                               
   box_title text,                                                                     
);
CREATE INDEX useridx on boxes (belongs_to_user);

CREATE TABLE box_items (                                                                   
   id int,                                                                             
   item int,                                                                           
   size counter,                                                                       
   PRIMARY KEY(id, item)                                                               
);

CREATE TABLE box_item_names (
    id int PRIMARY KEY,
    item int,
    name text
);

BEGIN BATCH
  INSERT INTO boxes (id, belongs_to_user, box_title) VALUES (23442, 'user1', 'the box title');
  INSERT INTO box_items (id, item, name) VALUES (23442, 1, 'itemname1');
  INSERT INTO box_items (id, item, name) VALUES (23442, 1, 'itemname2');
  UPDATE box_items SET size = size + 44 WHERE id = 23442 AND item = 1;                       
  UPDATE box_items SET size = size + 24 WHERE id = 23442 AND item = 2;
APPLY BATCH

-- Get items for box by ID                                                               
SELECT size FROM box_items WHERE id = 23442 AND item = 1;

-- Boxes by user ID
SELECT * FROM boxes WHERE belongs_to_user = 'user1';
</code></pre>

<p>It's important to note that the BATCH mutation above is both atomic, and isolated.</p>

<p>Technically speaking, you could also denormalize all of this into a single table.  For example:</p>

<pre><code>CREATE TABLE boxes (
   id int,
   belongs_to_user text,
   box_title text,
   item int,
   name text,
   size counter,
   PRIMARY KEY(id, item, belongs_to_user, box_title, name)
);

UPDATE boxes set size = item_size + 44 WHERE id = 23442 AND belongs_to_user = 'user1'
    AND box_title = 'the box title' AND name = 'itemname1' AND item = 1;

SELECT item, name, size FROM boxes WHERE id = 23442;
</code></pre>

<p><em>However, this provides no guarantees of correctness</em>.  For example, this model makes it possible for items of the same box to have different users, or titles.  And, since this makes <code>boxes</code> a counter column family, it limits how you can evolve the schema in the future.</p>
",['partitioner']
13219270,13270710,2012-11-04 14:09:40,Dynamically adding new nodes in Cassandra,"<p>Is it possible to add new hosts to a Cassandra cluster dynamically?</p>

<p>What I'm trying to do is set up a program that can:</p>

<ul>
<li>Set up a local version of the database for each user</li>
<li>Each user's machine will become part of the cluster (the machines will be hosts)</li>
<li>Data will be replicated across all the clusters</li>
</ul>

<p>Building a cluster of multiple hosts usually entails <a href=""http://www.datastax.com/docs/0.7/getting_started/configuring"" rel=""noreferrer"">configuring the cassandra.yaml</a> to store the seeds, listen_address and rpc_address of each host.</p>

<p>My idea is to edit these files through java and insert the new host addresses as required but making sure that data is accurate across each users's cassandra.yaml files would be challenging. </p>

<p>I'm wondering if someone has done something similar or has any advice on a better way to achieve this.</p>
",<cassandra>,"<p>Yes is possible. Look at <a href=""https://github.com/Netflix/Priam/wiki"" rel=""nofollow"">Netflix's Priam</a> for an complete example of a dynamic cassandra cluster management (but designed to work with Amazon EC2).</p>

<p>For rpc_address and listen_address, you can setup a startup script that configures the cassandra.yaml if it's not ok.</p>

<p>For seeds you can configure a custom seed provider. Look at the <a href=""https://github.com/Netflix/Priam/blob/master/priam-cass-extensions/src/main/java/com/netflix/priam/cassandra/extensions/NFSeedProvider.java"" rel=""nofollow"">seed provider used for Netflix's Priam</a> for some ideas how to implement it</p>

<p>The most difficult part will be managing the tokens assigned to each node in a efficient way. Cassandra 1.2 is around the corner and will include a feature called virtual nodes that, IMO, will work well in your case. See the <a href=""http://www.youtube.com/watch?v=GddZ3pXiDys"" rel=""nofollow"">Acunu presentation about it</a></p>
",['rpc_address']
13838990,13842356,2012-12-12 11:41:59,Implementing FIFO read in Cassandra,"<p>Given a Cassandra database, is there a mechanism for fetching records in a FIFO manner such that records can be read in the ascending order of their insertion time. I basically need to read N oldest rows in batches, process them and delete the batch once it is processed. </p>

<p>As far as my understanding goes, Columns are sorted by their type (as specified by CompareWith), and rows are sorted by their partitioner. </p>

<p>Can I use OrderPreservingPartitioner to sort my rows in the ascending order of insertion time? I am running Cassandra on a single node so I am not really worried about the distribution of keys. If OrderPreservingPartitioner can be used, how do I configure the sort criteria for my keys so that the records are maintained in the ascending order of insertion?</p>

<p>Alternately, does Hector provide a mechanism to always fetch rows such that the oldest rows are fetched first?</p>

<p><strong>Edit :</strong> </p>

<p>After reading rs_atl's post, I have some more doubts : </p>

<ol>
<li><p>If I have understood this correctly, I will create a column family with TimeUUIDType as the comparator. I will then have to use timestamps for column names. The immediate question that comes to my mind is how do I define the sort order for the column names as ascending or descending? Can I do this at column family creation time or I have to do this through the client API?</p></li>
<li><p>If I decide to use 'hours' as my shard interval i.e, if I append hours to my keys, how do I retrieve the row for the oldest hour? </p></li>
</ol>
",<java><sorting><cassandra><hector>,"<p>There are a number of things to consider when attempting such a solution with Cassandra:</p>

<ol>
<li>Always use RandomPartitioner, because you'll get hot spots if you don't.</li>
<li>Your keys should be buckets of time (like days or hours), so you can know them in advance for a given time period.</li>
<li>Your column names should be timestamps that sort in time order (either lexicographically or numerically).  This will allow you to query for ranges.</li>
<li>Make sure to use at least QUORUM (or LOCAL_QUORUM) reads and writes, so you don't end up with consistency issues.</li>
<li>You'll need to find a way in your app to make sure you don't process the same data more than once, because someone else could pick up the record between the time that you read it for processing and then delete it (i.e., it's not a like a queue).</li>
</ol>

<p>Hector doesn't determine ordering at all; this happens on insert and is based on the comparator you've chosen.  If you want a specific ordering you have to write the data that way (see point 3 above).</p>

<p>Regarding the additional information in your edit:</p>

<ol>
<li><p>I wouldn't use TimeUUIDType as your comparator, just a long value that's either the Unix epoch or a numeric representation of time in the form of YYYYMMDDxx to the level of precision you need.  You can decide at query time whether you want the values in normal (ascending) or reversed (descending) order.</p></li>
<li><p>You can ask for all keys and simply take the smallest one, which could work fine or be a terrible idea depending on how many you have and your latency requirements.  Alternatively (and certainly more efficient), you could actually write the oldest key somewhere (a file, another CF, in memory, whatever makes sense).</p></li>
</ol>
",['precision']
13882313,13883307,2012-12-14 16:09:30,Cassandra - Understanding Rack Concept on PropertyFileSnitch example,"<p>I am working on multi DC deployment and one thing is not clear to me - this is the rack concept interpretation from Cassandra perspective.</p>

<p>I can enforce replication order by defining proper key ranges. Why do I need to specify racks additionally in <code>cassandra-topology.properties</code> ? </p>

<p>Lets take as example Cassandra documentation: <a href=""http://www.datastax.com/docs/1.1/cluster_architecture/replication"" rel=""nofollow"">http://www.datastax.com/docs/1.1/cluster_architecture/replication</a></p>

<p>If I have replication factor 3, and my row key is stored on Node 1, than replicas will be stored on Node 2 and 3 - this is obvious when we look on ring structure, so... why do I need to duplicate this information in rack configuration?</p>
",<cassandra>,"<p>The rack configuration allows cassandra to optimize replica placement so you have better fault tolerance properties.  If you have all your replicas in rack 1, and that rack goes down, you'll lose the data.  If you tell Cassandra about your rack configuration it will keep replicas on different racks.</p>
",['rack']
14105992,14106468,2012-12-31 20:54:40,Hadoop and Cassandra processing rows in sorted order,"<p>I want to fill a Cassandra database with a list of strings that I then process using Hadoop. What I want to do it run through all the strings in order using a Hadoop cluster and record how much overlap there is between each string in order to find the Longest Common Substring. </p>

<p>My question is, will the InputFormat object allow me to read out the data in a sorted order or will my strings be read out ""randomly"" (according to how Cassandra decides to distribute them) throughout every machine in the cluster? Is the MapReduce process designed to process each row by itself w/out the intent of looking at two rows consecutively like I'm asking for?</p>
",<hadoop><cassandra>,"<p>First of all, the Mappers will read the data in whatever order they get it from the InputFormat. I'm not a Cassandra expert, but I don't expect that will be in sorted order.</p>

<p>If you want sorted order, you should use an identity mapper (one that does nothing) whose output key is the string itself. Then they will be sorted before passed to the reduce step. But it gets a little more complicated since you can have more than one reducer. With only one reducer, everything is globally sorted. With more than one, each reducer's input is sorted, but the input across reducers might not be sorted. That is, adjacent strings might not go to the same reducer. You would need a custom partitioner to handle that.</p>

<p>Lastly, you mentioned that you're doing longest common substring- are you looking for the longest substring among each pair of strings? Among consecutive pairs of strings? Among all strings? Each of these possibilities will affect how you need to structure your MapReduce job.</p>
",['partitioner']
14407468,14408108,2013-01-18 20:55:11,Cassandra CQL time range query,"<p>I have a Cassandra column family where I am storing a large number (hundreds of thousands) of events per month with timestamp (“Ymdhisu”) as the row key. It has multiple columns capturing some data for each event. I tried retrieving events data for a specific time range. For example for the month of Jan, I used the following CQL query:</p>

<p>a) Query between range Jan 1- Jan 15, 2013</p>

<blockquote>
  <p>select count(*) from Test where Key > 20130101070100000000 and Key &lt;
  20130115070100000000 limit 100000; Bad Request: Start key's md5 sorts
  after end key's md5. This is not allowed; you probably should not
  specify end key at all, under RandomPartitioner</p>
</blockquote>

<p>b) Query between range Jan 1- Jan 10, 2013</p>

<blockquote>
  <p>select count(*) from Test where Key > 20130101070100000000 and Key &lt;
  20130110070100000000 limit 100000; count - 73264</p>
</blockquote>

<p>c) Query between range Jan 1- Jan 2, 2013 </p>

<blockquote>
  <p>select count(*) from Test where Key > 20130101070100000000 and Key &lt;
  20130102070100000000 limit 100000; count - 78328</p>
</blockquote>

<p>It appears as though the range search simply is not working! The schema of my Columnfamily is:</p>

<pre><code>Create column family Test with comparator=UTF8Type and default_validation_class=UTF8Type and key_validation_class=UTF8Type AND compression_options={sstable_compression:SnappyCompressor, chunk_length_kb:64};
</code></pre>

<p>To extract data, what are the suggestions? Do I need to redefine my schema with key validation class as TimeUUID type? Is there any other way to query efficiently without changing the schema?
I am dealing with at least 100-200K rows of data monthly in this column family. If this schema does not work for this purpose, what would be an appropriate Cassandra schema to store and retrieve the kind of data described here?</p>
",<nosql><cassandra><bigdata><cql>,"<p>You can create secondary indexes such as ""Date"" and ""Month"", and store each event's Date and Month in those columns along with other data. When querying data, you can fetch all rows for specified months or days.</p>

<p>I dont think range query on Keys will work. Perhaps if you change your partitioner from RandomPartitioner to ByteOrderedPartitioner?</p>
",['partitioner']
15865710,15875434,2013-04-07 17:50:58,Cassandra RandomPartitioner on version 1.2.3,"<p>Im installing Cassandra 1.2.3 on debian using apt, I was previously using a tarball 1.1.7 install.  After install i'm changing the partitioner from Murmur3Partitioner to RandomPartitioner in cassandra.yaml as follows:</p>

<p>partitioner: org.apache.cassandra.dht.RandomPartitioner</p>

<p>Then on starting i'm seeing incompatible system keyspace errors as follows:</p>

<p>ERROR 18:22:11,465 Cannot open /var/lib/cassandra/data/system/schema_keyspaces/system-schema_keyspaces-ib-1; partitioner org.apache.cassandra.dht.Murmur3Partitioner does not match system partitioner org.apache.cassandra.dht.RandomPartitioner.  Note that the default partitioner starting with Cassandra 1.2 is Murmur3Partitioner, so you will need to edit that to match your old partitioner if upgrading.
Service exit with a return value of 1</p>

<p>How can I set the system keyspace to be RandomPartitioner? I have tried purging the data folder, apt-get remove, also apt-get purge then re-installing, changing to RandomPartitioner then starting cassandra but it is still failing.  I've also replicated this on my ubuntu desktop so im thinking im doing something wrong here.</p>

<p>Any help is appreciated!</p>

<p>Cheers</p>

<p>Sam</p>
",<cassandra>,"<p>The partitioner cannot be changed once Cassandra has started for the first time.  This error is showing that the data directory was initialized with Murmur3Partitioner but you're starting it using RandomPartitioner.</p>

<p>If you're trying to upgrade your data from your 1.1 install, Cassandra isn't reading from the right place.  Adjust your data directory to use your 1.1 directory and it should start with partitioner set to RandomPartitioner.</p>

<p>If you're trying to start with no data, stop Cassandra, remove /var/lib/cassandra/* and start it again.  Note you need to remove the commitlog directory as well as the data directory.</p>
",['partitioner']
15925549,22273466,2013-04-10 12:16:23,How does cassandra split keyspace data when multiple directories are configured?,"<p>I have configured three separate data directories in cassandra.yaml file as given below:</p>

<pre>
data_file_directories:
    - E:/Cassandra/data/var/lib/cassandra/data
    - K:/Cassandra/data/var/lib/cassandra/data
</pre>

<p>when I create keyspace and insert data my key space got created in both two directories and data got scattered. what I want to know is how cassandra splits the data between multiple directories?. And what is the rule behind this?</p>
",<cassandra>,"<p>You are using the JBOD feature of Cassandra when you add multiple entries under data_file_directories. Data is spread evenly over the configured drives proportionate to their available space. </p>

<p>This also let's you take advantage of the disk_failure_policy setting. You can read about the details here:
<a href=""http://www.datastax.com/dev/blog/handling-disk-failures-in-cassandra-1-2"" rel=""noreferrer"">http://www.datastax.com/dev/blog/handling-disk-failures-in-cassandra-1-2</a></p>

<p>In short, you can configure Cassandra to keep going, doing what it can if the disk becomes full or fails completely. This has advantages over RAID0 (where you would effectively have the same capacity as JBOD) in that you do not have to replace the whole data set from backup (or full repair) but just run a repair for the missing data. On the other hand, RAID0 provides higher throughput (depending how well you know how to tune RAID arrays to match filesystem and drive geometry). </p>

<p>If you have the resources for fault-tolerant/more performant RAID setup (like RAID10 for example), you may want to just use a single directory for simplicity. Most deployments are starting to lean towards the density route, using JBOD rather than systems-level tolerance though. </p>

<p>You can read about the thought process behind the development of this issue here:
<a href=""https://issues.apache.org/jira/browse/CASSANDRA-4292"" rel=""noreferrer"">https://issues.apache.org/jira/browse/CASSANDRA-4292</a></p>
",['disk_failure_policy']
